index;path;total_conversions;total_conversion_value
1228;SMART > DIRECTO > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;19
1229;SMART > DIRECTO > DIRECTO > CRITEO > DISPLAY GOOGLE (impression) > DIRECTO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > (Other);1;90
1230;SMART > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO;1;182
1231;SMART > DIRECTO > SMART > CRITEO;1;18
1232;SMART > DIRECTO > (Other) > DIRECTO > FACEBOOK;1;32
1233;SMART > DIRECTO > (Other) > DIRECTO > FACEBOOK > (Other) > DIRECTO;1;35
1234;SMART > DIRECTO > BRANDING;1;30
1235;SMART > DIRECTO > BRANDING > ORGANICO > DIRECTO;1;30
1236;SMART > DIRECTO > BRANDING > BRANDING;1;86
1237;SMART > DIRECTO > BRANDING > BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > DIRECTO > CRITEO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO;1;89
1238;SMART > DIRECTO > BRANDING > BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > DIRECTO > CRITEO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DIRECTO > DIRECTO;1;58
1239;SMART > DIRECTO > SHOPPING;1;136
1240;SMART > DIRECTO > SHOPPING > DIRECTO > DIRECTO;1;131
1241;SMART > (Other);1;178
1242;SMART > BRANDING > DIRECTO;1;35
1243;SMART > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;34
1244;SMART > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;27
1245;SMART > BRANDING > DIRECTO > DIRECTO > BRANDING;1;26
1246;SMART > BRANDING > DIRECTO > DIRECTO > BRANDING > ORGANICO;1;28
1247;SMART > BRANDING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;31
1248;SMART > BRANDING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;31
1249;SMART > BRANDING > DIRECTO > EMAIL > DIRECTO;1;51
1250;SMART > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING;1;24
1251;SMART > BRANDING > EMAIL > BRANDING > BRANDING > BRANDING > EMAIL > SEARCH > DISPLAY GOOGLE > SEARCH > SHOPPING > SEARCH > SHOPPING > SEARCH > BRANDING > EMAIL > BRANDING > BRANDING;1;26
1252;SMART > BRANDING > SMART;1;47
1253;SMART > BRANDING > SMART > BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART > SMART (impression) > SMART (impression) > SMART (impression) > SMART > SMART > ORGANICO;1;65
1254;SMART > BRANDING > BRANDING > BRANDING;1;87
1255;SMART > BRANDING > BRANDING > BRANDING > FACEBOOK;1;70
1256;SMART > BRANDING > FACEBOOK;1;21
1257;SMART > FACEBOOK > DIRECTO;1;21
1258;SMART > FACEBOOK > SMART;1;85
1259;SMART > FACEBOOK > ORGANICO;1;15
1260;SMART > ORGANICO > DIRECTO;1;45
1261;SMART > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;98
1262;SMART > ORGANICO > DIRECTO > BRANDING > CRITEO > BRANDING > CRITEO > BRANDING > DIRECTO > ORGANICO > BRANDING > DIRECTO;1;90
1263;SMART > ORGANICO > SMART > DIRECTO;1;18
1264;SMART > ORGANICO > CRITEO > DIRECTO > BRANDING;1;63
1265;SMART > ORGANICO > BRANDING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;125
1266;SMART > ORGANICO > FACEBOOK;1;13
1267;SMART > SHOPPING > DIRECTO > SMART > SMART > SMART > SMART > ORGANICO > SMART;1;25
1268;SMART > SHOPPING > SMART;1;54
1269;SMART > SHOPPING > SMART > SHOPPING > DIRECTO;1;341
1270;SMART > SHOPPING > SEARCH;1;61
1271;SMART > SHOPPING > SEARCH > SMART;1;121
1272;SMART > SHOPPING > ORGANICO > FACEBOOK;1;20
1273;CRITEO > DIRECTO > CRITEO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;64
1274;CRITEO > DIRECTO > CRITEO > ORGANICO > CRITEO > SMART > ORGANICO > CRITEO > ORGANICO > CRITEO > ORGANICO > BRANDING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO > DIRECTO > DIRECTO > CRITEO > ORGANICO > DISPLAY GOOGLE > ORGANICO > DIRECTO > DIRECTO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > CRITEO > ORGANICO > DIRECTO;1;20
1275;CRITEO > DIRECTO > EMAIL > EMAIL > BRANDING > EMAIL > DIRECTO > BRANDING;1;93
1276;CRITEO > DIRECTO > SMART > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING > CRITEO > DISPLAY GOOGLE > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;72
1277;CRITEO > DIRECTO > SMART > SMART > CRITEO > DIRECTO;1;174
1278;CRITEO > DIRECTO > SMART > ORGANICO > DIRECTO > DIRECTO > BRANDING;1;447
1279;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > EMAIL > EMAIL > BRANDING > BRANDING;1;35
1280;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > ORGANICO;1;198
1281;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;14
1282;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;28
1283;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;44
1284;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL;1;54
1285;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO > DIRECTO > BRANDING;1;13
1286;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > CRITEO > DIRECTO > DIRECTO > CRITEO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;162
1287;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO > DIRECTO;1;78
1288;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BING_CPC;1;140
1289;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO > BRANDING > DIRECTO > ORGANICO > DIRECTO > BRANDING > DIRECTO;1;137
1290;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO;1;14
1291;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO;1;14
1292;CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > ORGANICO;1;38
1293;CRITEO > DIRECTO > DIRECTO > DIRECTO > SMART > SMART > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SEARCH;1;87
1294;CRITEO > DIRECTO > DIRECTO > DIRECTO > BRANDING > FACEBOOK > DIRECTO;1;161
1295;CRITEO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO;1;93
1296;CRITEO > DIRECTO > DIRECTO > SMART > DIRECTO > DIRECTO > BRANDING > BRANDING;1;31
1297;CRITEO > DIRECTO > DIRECTO > SMART > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART > DIRECTO > SMART > DIRECTO > SMART > CRITEO;1;45
1298;CRITEO > DIRECTO > DIRECTO > BRANDING;1;27
1299;CRITEO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING;1;50
1300;CRITEO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;1;19
1301;CRITEO > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING;1;78
1302;CRITEO > DIRECTO > DIRECTO > ORGANICO > CRITEO;1;60
1303;CRITEO > DIRECTO > DIRECTO > ORGANICO > CRITEO > DIRECTO > ORGANICO;1;54
1304;CRITEO > DIRECTO > (Other) > CRITEO > DIRECTO > DIRECTO;1;146
1305;CRITEO > DIRECTO > BRANDING > DIRECTO;1;63
1306;CRITEO > DIRECTO > BRANDING > SMART > ORGANICO;1;89
1307;CRITEO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > CRITEO > BRANDING > DIRECTO;1;209
1308;CRITEO > DIRECTO > FACEBOOK > ORGANICO > DIRECTO > DIRECTO;1;22
1309;CRITEO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;40
1310;CRITEO > DIRECTO > ORGANICO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;36
1311;CRITEO > DIRECTO > ORGANICO > BRANDING;1;103
1312;CRITEO > DIRECTO > ORGANICO > SHOPPING > DIRECTO > ORGANICO;1;69
1313;CRITEO > DIRECTO > SHOPPING;1;216
1314;CRITEO > DIRECTO > SHOPPING > SEARCH > ORGANICO > DIRECTO > BRANDING > BRANDING > ORGANICO > CRITEO > FACEBOOK > CRITEO > ORGANICO > CRITEO > DIRECTO > DIRECTO > BRANDING > SHOPPING > SHOPPING > SHOPPING > ORGANICO > SHOPPING > CRITEO > SHOPPING > SEARCH > SMART > BRANDING > DISPLAY GOOGLE > SMART (impression) > ORGANICO;1;250
1315;CRITEO > DIRECTO > SHOPPING > SHOPPING;1;234
1316;CRITEO > DIRECTO > SHOPPING > SHOPPING > DIRECTO;1;283
1317;CRITEO > DIRECTO > DISPLAY GOOGLE (impression) > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;31
1318;CRITEO > DIRECTO > DISPLAY GOOGLE > CRITEO > ORGANICO;1;332
1319;CRITEO > EMAIL > CRITEO > DIRECTO > DISPLAY GOOGLE > CRITEO > DIRECTO > DIRECTO > EMAIL > SHOPPING > SMART > SMART > SMART > SMART > CRITEO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > BRANDING > CRITEO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > BRANDING > SHOPPING > SHOPPING > SHOPPING > EMAIL > CRITEO > DIRECTO > DIRECTO > EMAIL > CRITEO > BRANDING > DIRECTO > SHOPPING > BRANDING > SMART (impression) > EMAIL > CRITEO > DISPLAY GOOGLE > CRITEO > SHOPPING > BRANDING > DIRECTO;1;16
1320;CRITEO > EMAIL > CRITEO > BRANDING;1;28
1321;CRITEO > EMAIL > EMAIL;1;15
1322;CRITEO > EMAIL > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > (Other) > DIRECTO > CRITEO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO;1;53
1323;CRITEO > EMAIL > SHOPPING > ORGANICO > BRANDING > BRANDING > ORGANICO > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > ORGANICO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;1;36
1324;CRITEO > EMAIL > DISPLAY GOOGLE (impression) > DIRECTO > ORGANICO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > (Other) > DIRECTO > DIRECTO > DIRECTO > INSTAGRAM > DIRECTO > EMAIL > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;25
1325;CRITEO > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO;1;60
1326;CRITEO > SMART > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;24
1327;CRITEO > SMART > SMART > SMART;1;85
1328;CRITEO > CRITEO > DIRECTO;1;36
1329;CRITEO > CRITEO > DIRECTO > DIRECTO;1;36
1330;CRITEO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;51
1331;CRITEO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;48
1332;CRITEO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART > CRITEO > CRITEO > BRANDING > SEARCH > BRANDING;1;24
1333;CRITEO > CRITEO > DIRECTO > DIRECTO > CRITEO > EMAIL > BRANDING;1;47
1334;CRITEO > CRITEO > EMAIL > DIRECTO > DIRECTO > ORGANICO > DIRECTO;1;21
1335;CRITEO > CRITEO > CRITEO;1;27
1336;CRITEO > CRITEO > CRITEO > DIRECTO > CRITEO > DIRECTO > CRITEO > DIRECTO;1;54
1337;CRITEO > CRITEO > CRITEO > CRITEO > DIRECTO > BRANDING > ORGANICO > BRANDING > ORGANICO > DIRECTO > DIRECTO;1;110
1338;CRITEO > ORGANICO > CRITEO > DIRECTO > DIRECTO > DIRECTO > BRANDING > EMAIL > ORGANICO;1;64
1339;CRITEO > ORGANICO > CRITEO > (Other);1;49
1340;CRITEO > ORGANICO > CRITEO > BRANDING > CRITEO;1;87
1341;CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;178
1342;CRITEO > ORGANICO > DIRECTO > DIRECTO > BRANDING > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;81
1343;CRITEO > ORGANICO > DIRECTO > BRANDING;1;140
1344;CRITEO > BING_CPC > (Other) > BING_CPC > BING_CPC;1;176
1345;CRITEO > BRANDING > CRITEO > BRANDING > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > BRANDING > ORGANICO > DIRECTO;1;87
1346;CRITEO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;250
1347;CRITEO > BRANDING > DIRECTO > DIRECTO > DIRECTO > (Other) > FACEBOOK;1;356
1348;CRITEO > BRANDING > BRANDING;1;22
1349;CRITEO > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING > ORGANICO > SHOPPING > SHOPPING > DIRECTO > ORGANICO > BRANDING > BRANDING > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > ORGANICO > BRANDING > BRANDING > DIRECTO > DIRECTO;1;65
1350;CRITEO > BRANDING > BRANDING > BRANDING > SMART (impression) > DIRECTO > BRANDING > DIRECTO > BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;1;168
1351;CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;1;167
1352;CRITEO > BRANDING > FACEBOOK > SEARCH > BRANDING > BRANDING > CRITEO > BRANDING;1;50
1353;CRITEO > BRANDING > SHOPPING > SMART > SHOPPING > SHOPPING > SHOPPING > SMART > SHOPPING;1;47
1354;CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING > CRITEO > CRITEO > CRITEO > CRITEO > CRITEO > SHOPPING > SHOPPING > SHOPPING > EMAIL > DIRECTO > CRITEO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING > SHOPPING > DIRECTO > CRITEO > DIRECTO > DIRECTO > EMAIL > DIRECTO > BRANDING > DIRECTO > EMAIL > DIRECTO > BRANDING > DIRECTO;1;17
1355;CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING > CRITEO > CRITEO > CRITEO > CRITEO > CRITEO > SHOPPING > SHOPPING > SHOPPING > EMAIL > DIRECTO > CRITEO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING > SHOPPING > DIRECTO > CRITEO > DIRECTO > DIRECTO > EMAIL > DIRECTO > BRANDING > DIRECTO > EMAIL > DIRECTO > BRANDING > DIRECTO > CRITEO > DIRECTO > DIRECTO;1;16
1356;CRITEO > FACEBOOK > CRITEO;1;17
1357;CRITEO > FACEBOOK > CRITEO > DIRECTO;1;26
1358;CRITEO > FACEBOOK > SHOPPING > CRITEO > DIRECTO > FACEBOOK > SHOPPING > FACEBOOK > DIRECTO > DIRECTO > DIRECTO > CRITEO > SHOPPING > DIRECTO > DIRECTO > FACEBOOK > DIRECTO > SHOPPING > FACEBOOK > SHOPPING > FACEBOOK;1;227
1359;CRITEO > SHOPPING > CRITEO;1;53
1360;CRITEO > SHOPPING > DIRECTO > FACEBOOK > SEARCH > SHOPPING > SEARCH > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > DIRECTO > CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > ORGANICO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;1;149
1361;CRITEO > SHOPPING > BRANDING > DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO;1;117
1362;CRITEO > SHOPPING > BRANDING > BRANDING > BRANDING;1;30
1363;CRITEO > BING_ORGANICO;1;68
1364;CRITEO > DISPLAY GOOGLE > EMAIL > CRITEO > EMAIL > CRITEO > DIRECTO > EMAIL > DIRECTO > EMAIL > CRITEO > CRITEO;1;19
1365;SEARCH > DIRECTO > CRITEO;1;90
1366;SEARCH > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;59
1367;SEARCH > DIRECTO > CRITEO > DIRECTO > DIRECTO > SMART > DIRECTO > DIRECTO > DIRECTO;1;78
1368;SEARCH > DIRECTO > CRITEO > DIRECTO > SEARCH > SEARCH > SEARCH;1;174
1369;SEARCH > DIRECTO > CRITEO > DIRECTO > SEARCH > SEARCH > SEARCH > SEARCH;1;90
1370;SEARCH > DIRECTO > CRITEO > DIRECTO > SEARCH > SEARCH > SEARCH > SEARCH > CRITEO;1;96
1371;SEARCH > DIRECTO > CRITEO > DIRECTO > BRANDING;1;35
1372;SEARCH > DIRECTO > CRITEO > BRANDING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;51
1373;SEARCH > DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO;1;74
1374;SEARCH > DIRECTO > SEARCH > SMART;1;28
1375;SEARCH > DIRECTO > SEARCH > DIRECTO;1;103
1376;SEARCH > DIRECTO > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;47
1377;SEARCH > DIRECTO > SEARCH > DIRECTO > DIRECTO > SEARCH > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO > ORGANICO > BRANDING;1;725
1378;SEARCH > DIRECTO > SEARCH > DIRECTO > SEARCH;1;62
1379;SEARCH > DIRECTO > SEARCH > ORGANICO > BRANDING > ORGANICO > DIRECTO > SHOPPING;1;29
1380;SEARCH > DIRECTO > SMART (impression) > SMART (impression) > EMAIL > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > DIRECTO;1;25
1381;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;54
1382;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;38
1383;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;54
1384;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;87
1385;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SEARCH > DIRECTO;1;56
1386;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL;1;26
1387;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > SMART > EMAIL > DIRECTO > (Other) > EMAIL > DIRECTO > CRITEO;1;194
1388;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SEARCH > DIRECTO;1;45
1389;SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;92
1390;SEARCH > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > CRITEO;1;36
1391;SEARCH > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING;1;56
1392;SEARCH > DIRECTO > DIRECTO > DIRECTO > SHOPPING > ORGANICO;1;72
1393;SEARCH > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;288
1394;SEARCH > DIRECTO > DIRECTO > CRITEO > DIRECTO > EMAIL > CRITEO > DIRECTO;1;97
1395;SEARCH > DIRECTO > DIRECTO > CRITEO > DIRECTO > EMAIL > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;26
1396;SEARCH > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING;1;41
1397;SEARCH > DIRECTO > DIRECTO > BRANDING > ORGANICO > BRANDING;1;81
1398;SEARCH > DIRECTO > (Other) > DIRECTO;1;43
1399;SEARCH > DIRECTO > (Other) > ORGANICO;1;62
1400;SEARCH > DIRECTO > (Other) > ORGANICO > DIRECTO;1;62
1401;SEARCH > DIRECTO > (Other) > ORGANICO > DIRECTO > (Other) > ORGANICO > SHOPPING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;32
1402;SEARCH > DIRECTO > (Other) > BRANDING > ORGANICO > BRANDING > ORGANICO > DIRECTO > CRITEO > EMAIL > CRITEO > DIRECTO > EMAIL > CRITEO > DIRECTO > DIRECTO;1;28
1403;SEARCH > DIRECTO > YOUTUBE;1;36
1404;SEARCH > DIRECTO > BRANDING > DIRECTO > DIRECTO > CRITEO > BRANDING;1;17
1405;SEARCH > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;78
1406;SEARCH > DIRECTO > BRANDING > SEARCH > BRANDING > ORGANICO > BRANDING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;81
1407;SEARCH > DIRECTO > BRANDING > (Other);1;76
1408;SEARCH > DIRECTO > BRANDING > BRANDING > EMAIL;1;68
1409;SEARCH > DIRECTO > BRANDING > BRANDING > ORGANICO;1;25
1410;SEARCH > DIRECTO > BRANDING > ORGANICO;1;40
1411;SEARCH > DIRECTO > ORGANICO > DIRECTO;1;51
1412;SEARCH > DIRECTO > ORGANICO > DIRECTO > DIRECTO;1;227
1413;SEARCH > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;49
1414;SEARCH > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;82
1415;SEARCH > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;84
1416;SEARCH > DIRECTO > ORGANICO > DIRECTO > BRANDING > DIRECTO > BRANDING;1;26
1417;SEARCH > DIRECTO > ORGANICO > BRANDING;1;56
1418;SEARCH > DIRECTO > SHOPPING;1;49
1419;SEARCH > DIRECTO > SHOPPING > DIRECTO;1;15
1420;SEARCH > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO;1;48
1421;SEARCH > DIRECTO > SHOPPING > DIRECTO > SHOPPING;1;32
1422;SEARCH > DIRECTO > SHOPPING > FACEBOOK > ORGANICO;1;20
1423;SEARCH > DIRECTO > SHOPPING > SHOPPING > BRANDING > (Other) > BRANDING > BRANDING > SHOPPING > BRANDING > BRANDING > BRANDING;1;52
1424;SEARCH > DIRECTO > SHOPPING > SHOPPING > SHOPPING > DIRECTO;1;19
